subject_id,classification_id,user_name,T2_1 Set scale (0.5 cm): x1,T2_1 Set scale (0.5 cm): y1,T2_1 Set scale (0.5 cm): x2,T2_1 Set scale (0.5 cm): y2,T2_1 Tegula length: x1,T2_1 Tegula length: y1,T2_1 Tegula length: x2,T2_1 Tegula length: y2,T3_1 Were you able to measure the bee?,catalogNumber,originalFileName,started_at,finished_at,gold_standard,expert,workflow_version,keep
82424892,451973236,Suem28,2259,767,2702,767,3007,1368,3294,1408,Yes,UCSB-IZC00042117,UCSB-IZC00042117_had_lbs.jpg,20-Nov-2022 15:13:16,20-Nov-2022 15:13:49,,,1.1,
82424774,451973286,Suem28,1714,798,2153,796,2357,2130,2901,2092,Yes,UCSB-IZC00033139,UCSB-IZC00033139_had_lbs.jpg,20-Nov-2022 15:13:49,20-Nov-2022 15:14:26,,,1.1,
82424838,451973347,Suem28,2120,840,2525,840,2839,1698,3103,1698,Yes,UCSB-IZC00038913,UCSB-IZC00038913_had_lbs.jpg,20-Nov-2022 15:14:26,20-Nov-2022 15:14:58,,,1.1,
82424764,451973412,Suem28,2119,222,2677,222,3365,2133,3371,2392,Yes,UCSB-IZC00030724,UCSB-IZC00030724_had_lbs.jpg,20-Nov-2022 15:14:58,20-Nov-2022 15:15:34,,,1.1,
82424778,451973473,Suem28,1856,773,2293,768,2559,1473,3053,1436,Yes,UCSB-IZC00033157,UCSB-IZC00033157_had_lbs.jpg,20-Nov-2022 15:15:34,20-Nov-2022 15:16:06,,,1.1,
82424934,451973549,Suem28,2158,213,2595,214,2764,941,3036,962,Yes,UCSB-IZC00042826,UCSB-IZC00042826_had_lbs.jpg,20-Nov-2022 15:16:06,20-Nov-2022 15:16:44,,,1.1,
82424861,451973613,Suem28,2053,870,2492,869,2763,1751,3046,1740,Yes,UCSB-IZC00041656,UCSB-IZC00041656_had_lbs.jpg,20-Nov-2022 15:16:44,20-Nov-2022 15:17:18,,,1.1,
82424851,451973689,Suem28,1849,846,2288,844,2567,1802,2841,1799,Yes,UCSB-IZC00040407,UCSB-IZC00040407_had_lbs.jpg,20-Nov-2022 15:17:18,20-Nov-2022 15:17:50,,,1.1,
82424871,451973755,Suem28,2094,822,2532,815,2665,1407,2943,1403,Yes,UCSB-IZC00042061,UCSB-IZC00042061_had_lbs.jpg,20-Nov-2022 15:17:50,20-Nov-2022 15:18:28,,,1.1,
82424841,451973817,Suem28,2135,792,2540,788,2508,2064,2785,2045,Yes,UCSB-IZC00038925,UCSB-IZC00038925_had_lbs.jpg,20-Nov-2022 15:18:28,20-Nov-2022 15:19:07,,,1.1,
82424936,451973870,Suem28,2162,746,2603,746,2460,1749,2737,1716,Yes,UCSB-IZC00042828,UCSB-IZC00042828_had_lbs.jpg,20-Nov-2022 15:19:07,20-Nov-2022 15:19:46,,,1.1,
82424806,451973938,Suem28,1686,788,2121,784,2457,2181,2797,2161,Yes,UCSB-IZC00037116,UCSB-IZC00037116_had_lbs.jpg,20-Nov-2022 15:19:46,20-Nov-2022 15:20:24,,,1.1,
82424886,451974007,Suem28,2105,365,2546,360,2817,1031,3122,1031,Yes,UCSB-IZC00042091,UCSB-IZC00042091_had_lbs.jpg,20-Nov-2022 15:20:25,20-Nov-2022 15:21:05,,,1.1,
82424752,451974129,Suem28,2035,235,2594,233,3686,1794,3738,2017,Yes,UCSB-IZC00022228,UCSB-IZC00022228_had_lbs.jpg,20-Nov-2022 15:21:06,20-Nov-2022 15:22:13,,,1.1,
82424762,451974190,Suem28,2133,775,2584,777,2806,1734,2976,1729,Yes,UCSB-IZC00030445,UCSB-IZC00030445_had_lbs.jpg,20-Nov-2022 15:22:13,20-Nov-2022 15:23:03,,,1.1,
82424758,451974237,Suem28,1964,226,2525,230,3152,1622,3177,1843,Yes,UCSB-IZC00030214,UCSB-IZC00030214_had_lbs.jpg,20-Nov-2022 15:23:03,20-Nov-2022 15:23:39,,,1.1,
82424899,451974288,Suem28,2143,298,2584,297,2482,935,2784,936,Yes,UCSB-IZC00042549,UCSB-IZC00042549_had_lbs.jpg,20-Nov-2022 15:23:39,20-Nov-2022 15:24:17,,,1.1,
82424894,451974328,Suem28,2165,741,2617,742,2953,1861,3120,1858,No,UCSB-IZC00042126,UCSB-IZC00042126_had_lbs.jpg,20-Nov-2022 15:24:17,20-Nov-2022 15:24:51,,,1.1,
82424876,451974461,Suem28,2028,755,2467,755,2736,1433,2995,1431,Yes,UCSB-IZC00042075,UCSB-IZC00042075_had_lbs.jpg,20-Nov-2022 15:24:51,20-Nov-2022 15:26:23,,,1.1,
82424953,451974506,Suem28,1605,845,2044,843,2297,2033,2673,2029,Yes,UCSB-IZC00043619,UCSB-IZC00043619_had_lbs.jpg,20-Nov-2022 15:26:23,20-Nov-2022 15:26:59,,,1.1,
82424827,451974598,Suem28,2144,786,2584,785,2465,1989,2717,1984,Yes,UCSB-IZC00038887,UCSB-IZC00038887_had_lbs.jpg,20-Nov-2022 15:26:59,20-Nov-2022 15:28:03,,,1.1,
82424858,451974643,Suem28,1698,733,2134,736,2207,1962,2549,1908,Yes,UCSB-IZC00041289,UCSB-IZC00041289_had_lbs.jpg,20-Nov-2022 15:28:03,20-Nov-2022 15:28:37,,,1.1,
82424763,451974692,Suem28,2038,242,2596,238,3284,1230,3279,1435,Yes,UCSB-IZC00030518,UCSB-IZC00030518_had_lbs.jpg,20-Nov-2022 15:28:37,20-Nov-2022 15:29:18,,,1.1,
82424922,451974727,Suem28,2089,726,2531,728,3112,1907,3410,1901,Yes,UCSB-IZC00042784,UCSB-IZC00042784_had_lbs.jpg,20-Nov-2022 15:29:18,20-Nov-2022 15:29:56,,,1.1,
82424904,451974774,Suem28,2143,772,2579,772,3075,2096,3344,2042,Yes,UCSB-IZC00042561,UCSB-IZC00042561_had_lbs.jpg,20-Nov-2022 15:29:56,20-Nov-2022 15:30:45,,,1.1,
82424820,451974816,Suem28,3599,762,4041,764,3146,2228,3441,2237,No,UCSB-IZC00038690,UCSB-IZC00038690_had_lbs.jpg,20-Nov-2022 15:30:45,20-Nov-2022 15:31:29,,,1.1,
82424884,451974956,Suem28,1575,728,2014,726,2078,1526,2365,1496,Yes,UCSB-IZC00042089,UCSB-IZC00042089_had_lbs.jpg,20-Nov-2022 15:31:29,20-Nov-2022 15:33:04,,,1.1,
82424783,451975017,Suem28,1817,849,2289,849,2547,2140,3079,2153,Yes,UCSB-IZC00034458,UCSB-IZC00034458_had_lbs.jpg,20-Nov-2022 15:33:04,20-Nov-2022 15:33:39,,,1.1,
82424730,451975087,Suem28,1803,792,2197,789,2261,1645,2557,1610,Yes,UCSB-IZC00009064,UCSB-IZC00009064_had_lbs.jpg,20-Nov-2022 15:33:39,20-Nov-2022 15:34:18,,,1.1,
82424893,451975149,Suem28,2275,765,2713,762,2866,1869,3157,1860,Yes,UCSB-IZC00042120,UCSB-IZC00042120_had_lbs.jpg,20-Nov-2022 15:34:18,20-Nov-2022 15:34:51,,,1.1,
82424732,451975205,Suem28,1685,773,2079,771,2219,2037,2551,2039,Yes,UCSB-IZC00009100,UCSB-IZC00009100_had_lbs.jpg,20-Nov-2022 15:34:51,20-Nov-2022 15:35:26,,,1.1,
82424834,451975278,Suem28,2243,720,2650,718,3205,1609,3449,1615,Yes,UCSB-IZC00038901,UCSB-IZC00038901_had_lbs.jpg,20-Nov-2022 15:35:26,20-Nov-2022 15:36:13,,,1.1,
82424836,451975338,Suem28,2257,784,2663,784,2622,1923,2891,1878,Yes,UCSB-IZC00038908,UCSB-IZC00038908_had_lbs.jpg,20-Nov-2022 15:36:13,20-Nov-2022 15:36:52,,,1.1,
82424856,451975454,Suem28,1602,851,2041,849,2458,2209,2781,2186,Yes,UCSB-IZC00040840,UCSB-IZC00040840_had_lbs.jpg,20-Nov-2022 15:36:52,20-Nov-2022 15:37:51,,,1.1,
82424859,451975487,Suem28,1786,865,2229,868,2211,2015,2516,2019,Yes,UCSB-IZC00041487,UCSB-IZC00041487_had_lbs.jpg,20-Nov-2022 15:37:51,20-Nov-2022 15:38:31,,,1.1,
82424908,451975565,Suem28,1843,626,2284,626,2306,1758,2597,1774,No,UCSB-IZC00042577,UCSB-IZC00042577_had_lbs.jpg,20-Nov-2022 15:38:31,20-Nov-2022 15:39:18,,,1.1,
82424889,451975821,Suem28,1683,821,2125,821,2177,2313,2521,2363,Yes,UCSB-IZC00042107,UCSB-IZC00042107_had_lbs.jpg,20-Nov-2022 15:39:18,20-Nov-2022 15:43:04,,,1.1,
82424743,451975853,Suem28,1531,816,1966,813,2856,1991,3443,1971,Yes,UCSB-IZC00010302,UCSB-IZC00010302_had_lbs.jpg,20-Nov-2022 15:43:04,20-Nov-2022 15:43:36,,,1.1,
82424880,451975907,Suem28,2142,764,2581,764,2991,2133,3274,2122,Yes,UCSB-IZC00042085,UCSB-IZC00042085_had_lbs.jpg,20-Nov-2022 15:43:36,20-Nov-2022 15:44:29,,,1.1,
82424863,451975952,Suem28,2046,867,2487,862,2716,1969,3003,1983,Yes,UCSB-IZC00041821,UCSB-IZC00041821_had_lbs.jpg,20-Nov-2022 15:44:29,20-Nov-2022 15:45:07,,,1.1,
82424754,451975990,Suem28,2321,895,2761,894,2931,1856,3209,1833,Yes,UCSB-IZC00026242,UCSB-IZC00026242_had_lbs.jpg,20-Nov-2022 15:45:07,20-Nov-2022 15:45:39,,,1.1,
82424800,451976043,Suem28,1786,871,2227,873,2555,1840,2832,1840,Yes,UCSB-IZC00036327,UCSB-IZC00036327_had_lbs.jpg,20-Nov-2022 15:45:39,20-Nov-2022 15:46:19,,,1.1,
82424770,451976081,Suem28,1649,829,2074,826,2508,2241,3111,2230,Yes,UCSB-IZC00033103,UCSB-IZC00033103_had_lbs.jpg,20-Nov-2022 15:46:19,20-Nov-2022 15:46:52,,,1.1,
82424750,451976136,Suem28,2321,898,2762,897,2901,1659,3170,1647,Yes,UCSB-IZC00022225,UCSB-IZC00022225_had_lbs.jpg,20-Nov-2022 15:46:52,20-Nov-2022 15:47:29,,,1.1,
82424746,451976194,Suem28,1806,789,2194,786,2526,1813,2868,1746,Yes,UCSB-IZC00010468,UCSB-IZC00010468_had_lbs.jpg,20-Nov-2022 15:47:30,20-Nov-2022 15:48:19,,,1.1,
82424903,451976231,Suem28,2124,749,2564,748,2607,1772,2883,1703,Yes,UCSB-IZC00042556,UCSB-IZC00042556_had_lbs.jpg,20-Nov-2022 15:48:19,20-Nov-2022 15:48:55,,,1.1,
82424930,451976283,Suem28,2168,684,2610,684,3111,1411,3394,1375,Yes,UCSB-IZC00042813,UCSB-IZC00042813_had_lbs.jpg,20-Nov-2022 15:48:55,20-Nov-2022 15:49:41,,,1.1,
82424879,451976329,Suem28,1826,759,2231,754,2450,1816,2699,1814,Yes,UCSB-IZC00042081,UCSB-IZC00042081_had_lbs.jpg,20-Nov-2022 15:49:41,20-Nov-2022 15:50:27,,,1.1,
82424913,451976365,Suem28,1833,570,2274,567,2182,1308,2485,1286,Yes,UCSB-IZC00042588,UCSB-IZC00042588_had_lbs.jpg,20-Nov-2022 15:50:27,20-Nov-2022 15:51:02,,,1.1,
82424830,451976404,Suem28,2079,812,2524,812,2960,1543,3268,1575,Yes,UCSB-IZC00038892,UCSB-IZC00038892_had_lbs.jpg,20-Nov-2022 15:51:02,20-Nov-2022 15:51:35,,,1.1,
82424812,451976448,Suem28,2284,849,2727,848,3015,2131,3288,2117,Yes,UCSB-IZC00038661,UCSB-IZC00038661_had_lbs.jpg,20-Nov-2022 15:51:35,20-Nov-2022 15:52:09,,,1.1,
82424804,451976484,Suem28,2057,232,2615,224,3229,1738,3266,2019,Yes,UCSB-IZC00036684,UCSB-IZC00036684_had_lbs.jpg,20-Nov-2022 15:52:09,20-Nov-2022 15:52:45,,,1.1,
82424777,451976535,Suem28,1680,903,2115,897,2548,2201,3121,2211,Yes,UCSB-IZC00033151,UCSB-IZC00033151_had_lbs.jpg,20-Nov-2022 15:52:45,20-Nov-2022 15:53:25,,,1.1,
82424900,451976589,Suem28,2279,782,2717,782,2669,2138,2953,2144,Yes,UCSB-IZC00042550,UCSB-IZC00042550_had_lbs.jpg,20-Nov-2022 15:53:25,20-Nov-2022 15:54:06,,,1.1,
82424745,451976657,Suem28,3286,417,3679,418,2744,1704,3072,1664,Yes,UCSB-IZC00010417,UCSB-IZC00010417_had_lbs.jpg,20-Nov-2022 15:54:06,20-Nov-2022 15:54:51,,,1.1,
82424957,451977875,Suem28,2056,886,2497,886,2589,2327,2893,2322,Yes,UCSB-IZC00043737,UCSB-IZC00043737_had_lbs.jpg,20-Nov-2022 16:09:01,20-Nov-2022 16:09:42,,,1.1,
82424776,451977923,Suem28,1674,818,2108,818,2394,1478,2786,1431,Yes,UCSB-IZC00033150,UCSB-IZC00033150_had_lbs.jpg,20-Nov-2022 16:09:42,20-Nov-2022 16:10:26,,,1.1,
82424956,451977969,Suem28,2251,860,2658,859,2857,1995,3115,2003,Yes,UCSB-IZC00043723,UCSB-IZC00043723_had_lbs.jpg,20-Nov-2022 16:10:26,20-Nov-2022 16:11:00,,,1.1,
82424921,451978019,Suem28,2064,792,2506,793,2647,2221,2908,2226,Yes,UCSB-IZC00042782,UCSB-IZC00042782_had_lbs.jpg,20-Nov-2022 16:11:00,20-Nov-2022 16:11:47,,,1.1,
82424948,451978066,Suem28,2078,752,2516,752,3014,2017,3292,2051,Yes,UCSB-IZC00042900,UCSB-IZC00042900_had_lbs.jpg,20-Nov-2022 16:11:47,20-Nov-2022 16:12:27,,,1.1,
82424883,451978118,Suem28,1938,836,2376,835,2828,2143,3101,2151,Yes,UCSB-IZC00042088,UCSB-IZC00042088_had_lbs.jpg,20-Nov-2022 16:12:27,20-Nov-2022 16:13:10,,,1.1,
82424954,451978179,Suem28,2093,915,2534,915,2698,2033,2974,2040,Yes,UCSB-IZC00043675,UCSB-IZC00043675_had_lbs.jpg,20-Nov-2022 16:13:10,20-Nov-2022 16:14:03,,,1.1,
82424765,451978269,Suem28,2116,220,2674,221,3550,1817,3559,2063,Yes,UCSB-IZC00030770,UCSB-IZC00030770_had_lbs.jpg,20-Nov-2022 16:14:03,20-Nov-2022 16:15:22,,,1.1,
82424831,451978316,Suem28,2134,828,2572,829,2983,1838,3260,1837,Yes,UCSB-IZC00038894,UCSB-IZC00038894_had_lbs.jpg,20-Nov-2022 16:15:22,20-Nov-2022 16:15:58,,,1.1,
82424932,451978394,Suem28,2149,663,2591,666,2738,1297,3019,1255,Yes,UCSB-IZC00042820,UCSB-IZC00042820_had_lbs.jpg,20-Nov-2022 16:15:59,20-Nov-2022 16:16:43,,,1.1,
82424844,451978470,Suem28,2155,880,2595,877,2748,1531,3026,1535,Yes,UCSB-IZC00038930,UCSB-IZC00038930_had_lbs.jpg,20-Nov-2022 16:16:43,20-Nov-2022 16:17:22,,,1.1,
82424741,451978540,Suem28,1724,848,2159,848,2291,1883,2802,1877,Yes,UCSB-IZC00010290,UCSB-IZC00010290_had_lbs.jpg,20-Nov-2022 16:17:22,20-Nov-2022 16:17:58,,,1.1,
82424727,451978607,Suem28,1791,751,2198,749,2445,1633,2692,1629,Yes,UCSB-IZC00003946,UCSB-IZC00003946_had_lbs.jpg,20-Nov-2022 16:17:58,20-Nov-2022 16:18:36,,,1.1,
82424759,451978679,Suem28,1910,221,2470,219,3542,1625,3544,1865,Yes,UCSB-IZC00030226,UCSB-IZC00030226_had_lbs.jpg,20-Nov-2022 16:18:36,20-Nov-2022 16:19:13,,,1.1,
82424919,451978762,Suem28,2031,211,2541,210,3224,1474,3233,1667,Yes,UCSB-IZC00042638,UCSB-IZC00042638_had_lbs.jpg,20-Nov-2022 16:19:13,20-Nov-2022 16:20:09,,,1.1,
82424826,451978839,Suem28,2275,790,2679,789,3086,1957,3362,1956,No,UCSB-IZC00038886,UCSB-IZC00038886_had_lbs.jpg,20-Nov-2022 16:20:09,20-Nov-2022 16:20:47,,,1.1,
82424788,451979040,Suem28,1682,801,2074,801,2197,2030,2560,1980,Yes,UCSB-IZC00035505,UCSB-IZC00035505_had_lbs.jpg,20-Nov-2022 16:20:47,20-Nov-2022 16:22:11,,,1.1,
82424808,452034933,adel1066,2067,203,2615,203,3577,1345,3583,1561,Yes,UCSB-IZC00037714,UCSB-IZC00037714_had_lbs.jpg,20-Nov-2022 23:18:40,20-Nov-2022 23:20:32,,,1.1,
82424867,452035147,adel1066,1817,864,2253,864,2760,1989,2972,1986,Yes,UCSB-IZC00041911,UCSB-IZC00041911_had_lbs.jpg,20-Nov-2022 23:20:32,20-Nov-2022 23:22:23,,,1.1,
82424753,452035200,adel1066,2321,869,2752,864,2918,1965,3182,1961,Yes,UCSB-IZC00022229,UCSB-IZC00022229_had_lbs.jpg,20-Nov-2022 23:22:23,20-Nov-2022 23:22:47,,,1.1,
82424785,452035259,adel1066,1749,478,2184,478,2403,1748,2781,1746,Yes,UCSB-IZC00035189,UCSB-IZC00035189_had_lbs.jpg,20-Nov-2022 23:22:47,20-Nov-2022 23:23:23,,,1.1,
82424820,452041854,bedder,1847,774,2290,774,3416,2271,3154,2269,No,UCSB-IZC00038690,UCSB-IZC00038690_had_lbs.jpg,21-Nov-2022 00:23:27,21-Nov-2022 00:26:09,,,1.1,
82424836,452160509,Babylamb,4285,781,3904,788,2618,1916,2911,1868,Yes,UCSB-IZC00038908,UCSB-IZC00038908_had_lbs.jpg,21-Nov-2022 17:44:17,21-Nov-2022 17:45:02,,,1.1,
82424840,452160633,Babylamb,3897,773,3469,783,2979,1374,2690,1365,Yes,UCSB-IZC00038916,UCSB-IZC00038916_had_lbs.jpg,21-Nov-2022 17:45:02,21-Nov-2022 17:45:33,,,1.1,
82424857,452160634,Babylamb,3506,827,3071,827,2860,1552,2564,1533,Yes,UCSB-IZC00040988,UCSB-IZC00040988_had_lbs.jpg,21-Nov-2022 17:45:33,21-Nov-2022 17:45:49,,,1.1,
82424903,452160678,Babylamb,3880,757,3445,757,2917,1740,2601,1779,Yes,UCSB-IZC00042556,UCSB-IZC00042556_had_lbs.jpg,21-Nov-2022 17:45:49,21-Nov-2022 17:46:05,,,1.1,
82874536,452169727,Suem28,2131,771,2586,771,2867,1686,3041,1680,Yes,UCSB-IZC00012162,UCSB-IZC00012162_had_lbs.jpg,21-Nov-2022 18:36:11,21-Nov-2022 18:36:47,,,1.1,Y
82874535,452169896,Suem28,2135,776,2584,774,3041,1850,3219,1892,Yes,UCSB-IZC00006180,UCSB-IZC00006180_had_lbs.jpg,21-Nov-2022 18:36:47,21-Nov-2022 18:37:31,,,1.1,Y
82874537,452170100,Suem28,2167,743,2616,744,2946,1873,3123,1860,Yes,UCSB-IZC00030148,UCSB-IZC00030148_had_lbs.jpg,21-Nov-2022 18:37:31,21-Nov-2022 18:38:34,,,1.1,Y
82874544,452170236,Suem28,2131,767,2586,765,3066,1781,3245,1777,Yes,UCSB-IZC00037057,UCSB-IZC00037057_had_lbs.jpg,21-Nov-2022 18:38:34,21-Nov-2022 18:39:14,,,1.1,Y
82874542,452170397,Suem28,2128,768,2579,768,2757,1694,2952,1683,No,UCSB-IZC00035604,UCSB-IZC00035604_had_lbs-2.jpg,21-Nov-2022 18:39:14,21-Nov-2022 18:39:56,,,1.1,Y
82874538,452170743,Suem28,2167,743,2621,739,2979,1803,3152,1801,Yes,UCSB-IZC00030156,UCSB-IZC00030156_had_lbs-2.jpg,21-Nov-2022 18:39:56,21-Nov-2022 18:41:48,,,1.1,Y
82874539,452170898,Suem28,2167,741,2618,741,2701,1706,2877,1700,No,UCSB-IZC00030328,UCSB-IZC00030328_had_lbs-2.jpg,21-Nov-2022 18:41:48,21-Nov-2022 18:42:33,,,1.1,Y
82874543,452171189,Suem28,2128,768,2581,765,2759,1712,2928,1704,Yes,UCSB-IZC00035665,UCSB-IZC00035665_had_lbs.jpg,21-Nov-2022 18:42:33,21-Nov-2022 18:43:52,,,1.1,Y
82874541,452171335,Suem28,2127,768,2581,768,3118,1649,3307,1647,Yes,UCSB-IZC00035600,UCSB-IZC00035600_had_lbs.jpg,21-Nov-2022 18:43:52,21-Nov-2022 18:44:19,,,1.1,Y
82874540,452171516,Suem28,2165,739,2617,739,2678,1728,2880,1720,No,UCSB-IZC00031211,UCSB-IZC00031211_had_lbs.jpg,21-Nov-2022 18:44:20,21-Nov-2022 18:45:13,,,1.1,Y
82874545,452171807,Suem28,2166,743,2615,743,2917,1798,3095,1787,Yes,UCSB-IZC00037337,UCSB-IZC00037337_had_lbs.jpg,21-Nov-2022 18:45:13,21-Nov-2022 18:46:11,,,1.1,Y
82874537,452195328,Prothon,2165,754,2622,754,2960,1866,3115,1862,Yes,UCSB-IZC00030148,UCSB-IZC00030148_had_lbs.jpg,21-Nov-2022 20:10:26,21-Nov-2022 20:10:56,,,1.1,Y
82874536,452195458,Prothon,2134,789,2585,790,2875,1682,3035,1682,Yes,UCSB-IZC00012162,UCSB-IZC00012162_had_lbs.jpg,21-Nov-2022 20:10:56,21-Nov-2022 20:11:25,,,1.1,Y
82874540,452204576,Prothon,2166,755,2624,758,2708,1718,2869,1722,Yes,UCSB-IZC00031211,UCSB-IZC00031211_had_lbs.jpg,21-Nov-2022 20:11:25,21-Nov-2022 20:48:55,,,1.1,Y
82874545,452204677,Prothon,2169,755,2618,755,2925,1796,3088,1793,Yes,UCSB-IZC00037337,UCSB-IZC00037337_had_lbs.jpg,21-Nov-2022 20:48:55,21-Nov-2022 20:49:26,,,1.1,Y
82874544,452204803,Prothon,2135,788,2583,789,3078,1783,3235,1782,Yes,UCSB-IZC00037057,UCSB-IZC00037057_had_lbs.jpg,21-Nov-2022 20:49:26,21-Nov-2022 20:49:56,,,1.1,Y
82874535,452205072,Prothon,2133,788,2588,787,3048,1850,3199,1852,Yes,UCSB-IZC00006180,UCSB-IZC00006180_had_lbs.jpg,21-Nov-2022 20:49:56,21-Nov-2022 20:51:00,,,1.1,Y
82874541,452206009,Prothon,2127,788,2580,788,3124,1649,3301,1650,Yes,UCSB-IZC00035600,UCSB-IZC00035600_had_lbs.jpg,21-Nov-2022 20:51:00,21-Nov-2022 20:55:00,,,1.1,Y
82874542,452206136,Prothon,2128,788,2582,790,2757,1694,2947,1695,Yes,UCSB-IZC00035604,UCSB-IZC00035604_had_lbs-2.jpg,21-Nov-2022 20:55:00,21-Nov-2022 20:55:35,,,1.1,Y
82874538,452206946,Prothon,2167,754,2612,754,2988,1801,3140,1802,Yes,UCSB-IZC00030156,UCSB-IZC00030156_had_lbs-2.jpg,21-Nov-2022 20:55:35,21-Nov-2022 20:59:38,,,1.1,Y
82874543,452207028,Prothon,2128,786,2578,786,2764,1713,2921,1710,Yes,UCSB-IZC00035665,UCSB-IZC00035665_had_lbs.jpg,21-Nov-2022 20:59:39,21-Nov-2022 21:00:06,,,1.1,Y
82874539,452207286,Prothon,2169,757,2618,761,2690,1700,2866,1699,Yes,UCSB-IZC00030328,UCSB-IZC00030328_had_lbs-2.jpg,21-Nov-2022 21:00:07,21-Nov-2022 21:01:18,,,1.1,Y
82874539,452207545,Prothon,2169,754,2616,757,2697,1713,2864,1706,Yes,UCSB-IZC00030328,UCSB-IZC00030328_had_lbs-2.jpg,21-Nov-2022 21:01:18,21-Nov-2022 21:02:44,,,1.1,Y
82424895,452223563,Cgonzalez6817,2568,2011,2657,2009,2584,2023,2859,2018,Yes,UCSB-IZC00042434,UCSB-IZC00042434_had_lbs.jpg,21-Nov-2022 22:36:31,21-Nov-2022 22:49:20,,,1.1,
82424924,452223655,Cgonzalez6817,2385,1592,2814,1586,2416,1647,2691,1638,Yes,UCSB-IZC00042798,UCSB-IZC00042798_had_lbs.jpg,21-Nov-2022 22:49:20,21-Nov-2022 22:50:08,,,1.1,
82424953,452409942,Brandon_Harvey,1609,495,2044,490,2286,1994,2655,1994,Yes,UCSB-IZC00043619,UCSB-IZC00043619_had_lbs.jpg,22-Nov-2022 18:37:41,22-Nov-2022 18:39:25,,,1.1,
82424879,452410206,Brandon_Harvey,1826,399,2228,399,2445,1801,2693,1809,Yes,UCSB-IZC00042081,UCSB-IZC00042081_had_lbs.jpg,22-Nov-2022 18:39:25,22-Nov-2022 18:40:28,,,1.1,
82424894,452410355,Brandon_Harvey,2176,330,2607,326,2955,1864,3104,1856,Yes,UCSB-IZC00042126,UCSB-IZC00042126_had_lbs.jpg,22-Nov-2022 18:40:28,22-Nov-2022 18:41:09,,,1.1,
82424727,452411014,Brandon_Harvey,1795,410,2197,413,2451,1633,2678,1623,Yes,UCSB-IZC00003946,UCSB-IZC00003946_had_lbs.jpg,22-Nov-2022 18:41:09,22-Nov-2022 18:43:59,,,1.1,
82424943,452412046,Brandon_Harvey,2159,853,2591,837,2737,1768,2989,1768,Yes,UCSB-IZC00042856,UCSB-IZC00042856_had_lbs.jpg,22-Nov-2022 18:43:59,22-Nov-2022 18:48:28,,,1.1,
82424912,452412229,Brandon_Harvey,2245,657,2666,650,3019,1902,3296,1888,Yes,UCSB-IZC00042587,UCSB-IZC00042587_had_lbs.jpg,22-Nov-2022 18:48:28,22-Nov-2022 18:49:39,,,1.1,
82424865,452412504,Brandon_Harvey,1528,836,1953,836,2292,1775,2570,1736,Yes,UCSB-IZC00041845,UCSB-IZC00041845_had_lbs.jpg,22-Nov-2022 18:49:39,22-Nov-2022 18:50:49,,,1.1,
82424898,452412576,Brandon_Harvey,2298,889,2724,898,2861,2068,3174,2024,Yes,UCSB-IZC00042530,UCSB-IZC00042530_had_lbs.jpg,22-Nov-2022 18:50:49,22-Nov-2022 18:51:11,,,1.1,
82424890,452412668,Brandon_Harvey,1667,756,2097,766,2494,1363,2797,1363,Yes,UCSB-IZC00042108,UCSB-IZC00042108_had_lbs.jpg,22-Nov-2022 18:51:11,22-Nov-2022 18:51:39,,,1.1,
82424731,452412782,Brandon_Harvey,1789,810,2181,810,2651,1608,2984,1594,Yes,UCSB-IZC00009076,UCSB-IZC00009076_had_lbs.jpg,22-Nov-2022 18:51:39,22-Nov-2022 18:52:12,,,1.1,
82424929,452412857,Brandon_Harvey,2122,556,2577,551,2773,1285,3072,1266,Yes,UCSB-IZC00042812,UCSB-IZC00042812_had_lbs.jpg,22-Nov-2022 18:52:12,22-Nov-2022 18:52:32,,,1.1,
82424859,452412901,Brandon_Harvey,1794,879,2220,884,2225,2024,2514,2059,Yes,UCSB-IZC00041487,UCSB-IZC00041487_had_lbs.jpg,22-Nov-2022 18:52:32,22-Nov-2022 18:52:46,,,1.1,
82874543,452412952,Brandon_Harvey,2137,786,2577,781,2768,1736,2925,1721,Yes,UCSB-IZC00035665,UCSB-IZC00035665_had_lbs.jpg,22-Nov-2022 18:52:46,22-Nov-2022 18:53:02,,,1.1,Y
82424905,452428417,Brandon_Harvey,1796,754,2199,751,2435,1832,2685,1814,Yes,UCSB-IZC00042562,UCSB-IZC00042562_had_lbs.jpg,22-Nov-2022 18:53:03,22-Nov-2022 19:43:57,,,1.1,
82874536,452428469,Brandon_Harvey,2137,786,2582,786,2876,1687,3037,1682,Yes,UCSB-IZC00012162,UCSB-IZC00012162_had_lbs.jpg,22-Nov-2022 19:43:57,22-Nov-2022 19:44:11,,,1.1,Y
82424851,452428551,Brandon_Harvey,1857,849,2279,854,2548,1809,2842,1736,Yes,UCSB-IZC00040407,UCSB-IZC00040407_had_lbs.jpg,22-Nov-2022 19:44:11,22-Nov-2022 19:44:31,,,1.1,
82424932,452428637,Brandon_Harvey,2151,668,2577,673,2744,1324,3008,1212,Yes,UCSB-IZC00042820,UCSB-IZC00042820_had_lbs.jpg,22-Nov-2022 19:44:31,22-Nov-2022 19:44:48,,,1.1,
82424850,452428733,Brandon_Harvey,2063,898,2484,898,2577,2108,2881,2034,Yes,UCSB-IZC00040386,UCSB-IZC00040386_had_lbs.jpg,22-Nov-2022 19:44:48,22-Nov-2022 19:45:06,,,1.1,
