subject_id,T2_1 Set scale (0.5 cm): pixel_length,T2_1 Set scale (0.5 cm): x1,T2_1 Set scale (0.5 cm): x2,T2_1 Set scale (0.5 cm): y1,T2_1 Set scale (0.5 cm): y2,T2_1 Tegula length: length cm,T2_1 Tegula length: pixel_length,T2_1 Tegula length: x1,T2_1 Tegula length: x2,T2_1 Tegula length: y1,T2_1 Tegula length: y2,T3_1 Were you able to measure the bee?,genus,catalogNumber,scientificName,specificEpithet,originalFilename,subspecificEpithet
75820702,193.01,2124,2317,615,617,0.11,44.0,2135,2179,1168,1168,Yes,Hesperapis,EMEC1750386,Hesperapis regularis,regularis,EMEC1750386 Hesperapis regularis.jpg,
75820712,193.0,2128,2321,612,613,0.2,77.23,2140,2217,1209,1203,Yes,Hesperapis,EMEC1750387,Hesperapis regularis,regularis,EMEC1750387 Hesperapis regularis.jpg,
75820716,193.0,2123,2316,613,614,0.25,97.51,2093,2190,1158,1148,Yes,Hesperapis,EMEC1750388,Hesperapis regularis,regularis,EMEC1750388 Hesperapis regularis.jpg,
75820719,116.0,2169,2285,619,620,0.18,41.59,2135,2176,1209,1202,Yes,Hesperapis,EMEC1750389,Hesperapis regularis,regularis,EMEC1750389 Hesperapis regularis.jpg,
75820723,166.94,2164,2319,717,779,0.22,73.25,2181,2243,1203,1242,Yes,Hesperapis,EMEC1750390,Hesperapis regularis,regularis,EMEC1750390 Hesperapis regularis.jpg,
75820730,183.01,2083,2266,736,738,0.21,78.03,2118,2196,1244,1242,Yes,Hesperapis,EMEC1750391,Hesperapis regularis,regularis,EMEC1750391 Hesperapis regularis.jpg,
75820736,43.05,2162,2205,622,624,0.91,78.09,2143,2220,1189,1202,Yes,Hesperapis,EMEC1750392,Hesperapis regularis,regularis,EMEC1750392 Hesperapis regularis.jpg,
75820741,148.01,1985,2133,596,594,0.43,127.48,1892,2019,1423,1434,Yes,Hesperapis,EMEC1750393,Hesperapis regularis,regularis,EMEC1750393 Hesperapis regularis.jpg,
75820746,194.13,2086,2280,578,585,0.24,94.13,2110,2204,1148,1153,Yes,Hesperapis,EMEC1750394,Hesperapis regularis,regularis,EMEC1750394 Hesperapis regularis.jpg,
75820750,190.02,2154,2344,599,602,0.23,87.01,2127,2214,1152,1151,Yes,Hesperapis,EMEC1750395,Hesperapis regularis,regularis,EMEC1750395 Hesperapis regularis.jpg,
75820754,117.04,2202,2319,602,605,0.34,79.06,2140,2219,1167,1164,Yes,Hesperapis,EMEC1750396,Hesperapis regularis,regularis,EMEC1750396 Hesperapis regularis.jpg,
75820759,72.11,2240,2244,690,762,0.6,87.02,2147,2234,1139,1141,Yes,Hesperapis,EMEC1750397,Hesperapis regularis,regularis,EMEC1750397 Hesperapis regularis.jpg,
75820763,228.05,2126,2354,756,761,0.22,99.02,2197,2258,1116,1194,Yes,Hesperapis,EMEC1750398,Hesperapis regularis,regularis,EMEC1750398 Hesperapis regularis.jpg,
75820766,195.02,2124,2319,610,613,0.22,85.0,2125,2210,1083,1083,Yes,Hesperapis,EMEC1750399,Hesperapis regularis,regularis,EMEC1750399 Hesperapis regularis.jpg,
75820771,243.0,2001,2244,585,586,0.16,80.01,2202,2282,1596,1595,Yes,Hesperapis,EMEC1750400,Hesperapis larreae,larreae,EMEC1750400 Hesperapis larreae.jpg,
75820776,245.0,1982,2227,586,585,0.14,71.03,2171,2242,1635,1633,Yes,Hesperapis,EMEC1750401,Hesperapis larreae,larreae,EMEC1750401 Hesperapis larreae.jpg,
75820781,147.0,2037,2184,570,570,0.27,79.16,2378,2457,1434,1429,Yes,Hesperapis,EMEC1750402,Hesperapis larreae,larreae,EMEC1750402 Hesperapis larreae.jpg,
75820786,249.0,1994,2243,584,585,0.14,70.0,2230,2300,1597,1597,Yes,Hesperapis,EMEC1750403,Hesperapis larreae,larreae,EMEC1750403 Hesperapis larreae.jpg,
75820792,233.0,2031,2264,818,818,0.17,77.18,2247,2287,1499,1565,Yes,Hesperapis,EMEC1750404,Hesperapis larreae,larreae,EMEC1750404 Hesperapis larreae.jpg,
75820796,247.0,1988,2235,587,587,0.14,68.07,2188,2256,1556,1553,Yes,Hesperapis,EMEC1750405,Hesperapis larreae,larreae,EMEC1750405 Hesperapis larreae.jpg,
75820800,248.0,1995,2243,587,588,0.15,72.03,2218,2290,1634,1632,Yes,Hesperapis,EMEC1750406,Hesperapis larreae,larreae,EMEC1750406 Hesperapis larreae.jpg,
75820804,148.0,2029,2177,593,594,0.16,46.0,2251,2297,1582,1582,Yes,Hesperapis,EMEC1750407,Hesperapis larreae,larreae,EMEC1750407 Hesperapis larreae.jpg,
75820808,250.0,1995,2245,574,574,0.17,84.01,2322,2406,1516,1517,Yes,Hesperapis,EMEC1750408,Hesperapis larreae,larreae,EMEC1750408 Hesperapis larreae.jpg,
75820812,249.0,1991,2240,604,605,0.17,84.01,2309,2393,1619,1618,Yes,Hesperapis,EMEC1750409,Hesperapis larreae,larreae,EMEC1750409 Hesperapis larreae.jpg,
75820815,245.0,1981,2226,592,591,0.16,79.16,2161,2240,1558,1553,Yes,Hesperapis,EMEC1750410,Hesperapis larreae,larreae,EMEC1750410 Hesperapis larreae.jpg,
75820819,245.0,1996,2241,546,546,0.16,78.23,2169,2247,1543,1537,Yes,Hesperapis,EMEC1750411,Hesperapis larreae,larreae,EMEC1750411 Hesperapis larreae.jpg,
75820823,148.0,2198,2346,561,562,0.28,83.1,2182,2265,1553,1549,Yes,Hesperapis,EMEC1750412,Hesperapis larreae,larreae,EMEC1750412 Hesperapis larreae.jpg,
75820827,247.0,2003,2250,584,585,0.15,72.06,1887,1959,1682,1679,Yes,Hesperapis,EMEC1750413,Hesperapis larreae,larreae,EMEC1750413 Hesperapis larreae.jpg,
75820830,251.0,2000,2251,574,573,0.18,88.01,2024,2112,1504,1505,Yes,Hesperapis,EMEC1750414,Hesperapis larreae,larreae,EMEC1750414 Hesperapis larreae.jpg,
75820834,248.01,2074,2322,582,584,0.17,85.01,2143,2228,1551,1550,Yes,Hesperapis,EMEC1750415,Hesperapis larreae,larreae,EMEC1750415 Hesperapis larreae.jpg,
75820837,219.0,2058,2277,759,760,0.18,79.03,2224,2303,1523,1521,Yes,Hesperapis,EMEC1750416,Hesperapis larreae,larreae,EMEC1750416 Hesperapis larreae.jpg,
75820839,252.0,2108,2360,563,562,0.16,82.15,2189,2271,1522,1517,Yes,Hesperapis,EMEC1750417,Hesperapis larreae,larreae,EMEC1750417 Hesperapis larreae.jpg,
75820841,196.24,2003,2198,719,741,0.29,115.0,2156,2271,1316,1315,Yes,Hesperapis,EMEC1750418,Hesperapis larreae,larreae,EMEC1750418 Hesperapis larreae.jpg,
75820843,248.0,2026,2274,708,709,0.15,75.01,2225,2300,1516,1517,Yes,Hesperapis,EMEC1750419,Hesperapis larreae,larreae,EMEC1750419 Hesperapis larreae.jpg,
75820847,248.01,2005,2253,584,586,0.16,78.23,2333,2411,1477,1471,Yes,Hesperapis,EMEC1750420,Hesperapis larreae,larreae,EMEC1750420 Hesperapis larreae.jpg,
75820850,216.0,1975,2191,751,752,0.22,96.05,2270,2366,1496,1499,Yes,Hesperapis,EMEC1750421,Hesperapis larreae,larreae,EMEC1750421 Hesperapis larreae.jpg,
75820856,249.0,2026,2275,589,588,0.18,92.05,2238,2330,1541,1544,Yes,Hesperapis,EMEC1750422,Hesperapis larreae,larreae,EMEC1750422 Hesperapis larreae.jpg,
75820858,245.0,1999,2244,584,584,0.18,88.05,2212,2300,1463,1460,Yes,Hesperapis,EMEC1750423,Hesperapis larreae,larreae,EMEC1750423 Hesperapis larreae.jpg,
75820863,243.0,2004,2247,588,589,0.17,81.01,2346,2427,1536,1537,Yes,Hesperapis,EMEC1750424,Hesperapis larreae,larreae,EMEC1750424 Hesperapis larreae.jpg,
75820866,244.0,1962,2206,578,578,0.19,93.13,2196,2289,1516,1511,Yes,Hesperapis,EMEC1750425,Hesperapis larreae,larreae,EMEC1750425 Hesperapis larreae.jpg,
75820872,150.0,2032,2182,590,591,0.14,41.11,2388,2429,1438,1441,Yes,Hesperapis,EMEC1750426,Hesperapis larreae,larreae,EMEC1750426 Hesperapis larreae.jpg,
75820876,249.0,1981,2230,594,593,0.16,81.06,2288,2369,1410,1407,Yes,Hesperapis,EMEC1750427,Hesperapis larreae,larreae,EMEC1750427 Hesperapis larreae.jpg,
75820879,243.0,1984,2227,597,597,0.17,84.02,2209,2293,1487,1489,Yes,Hesperapis,EMEC1750428,Hesperapis larreae,larreae,EMEC1750428 Hesperapis larreae.jpg,
75820882,148.03,2079,2227,572,569,0.2,59.01,2573,2632,1379,1378,Yes,Hesperapis,EMEC1750429,Hesperapis larreae,larreae,EMEC1750429 Hesperapis larreae.jpg,
75820886,236.52,2067,2243,824,982,0.26,125.02,2202,2327,1453,1451,Yes,Hesperapis,EMEC1750430,Hesperapis larreae,larreae,EMEC1750430 Hesperapis larreae.jpg,
75820889,247.0,1983,2230,587,586,0.17,85.02,2236,2321,1554,1556,Yes,Hesperapis,EMEC1750431,Hesperapis larreae,larreae,EMEC1750431 Hesperapis larreae.jpg,
75820895,248.0,2017,2265,550,551,0.19,95.05,2223,2318,1545,1548,Yes,Hesperapis,EMEC1750432,Hesperapis larreae,larreae,EMEC1750432 Hesperapis larreae.jpg,
75820898,153.0,2245,2398,580,580,0.18,55.04,2534,2589,1522,1524,Yes,Hesperapis,EMEC1750433,Hesperapis larreae,larreae,EMEC1750433 Hesperapis larreae.jpg,
75820902,247.0,2001,2248,588,588,0.18,91.14,2187,2278,1533,1528,Yes,Hesperapis,EMEC1750434,Hesperapis larreae,larreae,EMEC1750434 Hesperapis larreae.jpg,
75820906,246.01,2056,2302,651,649,0.1,47.0,2236,2283,1494,1494,Yes,Hesperapis,EMEC1750435,Hesperapis larreae,larreae,EMEC1750435 Hesperapis larreae.jpg,
75820909,126.02,2116,2242,785,783,0.38,96.25,2339,2435,1644,1637,Yes,Hesperapis,EMEC1750436,Hesperapis larreae,larreae,EMEC1750436 Hesperapis larreae.jpg,
75820913,242.01,2003,2245,559,557,0.17,84.05,2231,2315,1421,1418,Yes,Hesperapis,EMEC1750437,Hesperapis larreae,larreae,EMEC1750437 Hesperapis larreae.jpg,
75820919,51.01,2213,2264,583,582,0.14,14.04,2376,2362,1494,1495,Yes,Hesperapis,EMEC1750438,Hesperapis larreae,larreae,EMEC1750438 Hesperapis larreae.jpg,
75820922,246.0,2031,2277,589,588,0.18,89.05,2337,2426,1650,1647,Yes,Hesperapis,EMEC1750439,Hesperapis larreae,larreae,EMEC1750439 Hesperapis larreae.jpg,
75820926,247.02,1998,2245,575,578,0.18,87.01,2521,2608,1553,1554,Yes,Hesperapis,EMEC1750440,Hesperapis larreae,larreae,EMEC1750440 Hesperapis larreae.jpg,
75820929,251.0,1999,2250,571,570,0.19,95.01,2212,2307,1517,1518,Yes,Hesperapis,EMEC1750441,Hesperapis larreae,larreae,EMEC1750441 Hesperapis larreae.jpg,
75820933,248.0,1999,2247,586,586,0.19,93.54,2190,2283,1630,1620,Yes,Hesperapis,EMEC1750442,Hesperapis larreae,larreae,EMEC1750442 Hesperapis larreae.jpg,
75820939,247.0,2004,2251,593,593,0.17,84.21,2236,2320,1467,1461,Yes,Hesperapis,EMEC1750443,Hesperapis larreae,larreae,EMEC1750443 Hesperapis larreae.jpg,
75820943,249.0,1986,2235,578,579,0.18,88.81,2374,2462,1500,1488,Yes,Hesperapis,EMEC1750444,Hesperapis larreae,larreae,EMEC1750444 Hesperapis larreae.jpg,
75820946,247.0,1988,2235,580,580,0.16,79.31,2197,2276,1478,1471,Yes,Hesperapis,EMEC1750445,Hesperapis larreae,larreae,EMEC1750445 Hesperapis larreae.jpg,
75820950,249.01,1983,2232,601,599,0.18,89.01,2272,2361,1499,1500,Yes,Hesperapis,EMEC1750446,Hesperapis larreae,larreae,EMEC1750446 Hesperapis larreae.jpg,
75820953,260.0,2014,2274,536,536,0.16,82.04,2333,2392,1487,1430,No,Hesperapis,EMEC1750447,Hesperapis larreae,larreae,EMEC1750447 Hesperapis larreae.jpg,
75820957,242.0,2005,2247,580,581,0.17,81.1,2217,2298,1758,1762,Yes,Hesperapis,EMEC1750448,Hesperapis larreae,larreae,EMEC1750448 Hesperapis larreae.jpg,
75820961,246.0,2018,2264,583,582,0.16,80.16,2355,2435,1639,1644,Yes,Hesperapis,EMEC1750449,Hesperapis larreae,larreae,EMEC1750449 Hesperapis larreae.jpg,
75820965,245.0,1981,2226,588,589,0.18,89.09,2181,2270,1608,1604,Yes,Hesperapis,EMEC1750450,Hesperapis larreae,larreae,EMEC1750450 Hesperapis larreae.jpg,
75820969,248.0,2041,2289,588,588,0.17,83.1,2391,2474,1455,1459,Yes,Hesperapis,EMEC1750451,Hesperapis larreae,larreae,EMEC1750451 Hesperapis larreae.jpg,
75820973,151.0,2077,2228,567,566,0.18,55.04,2265,2320,1528,1526,Yes,Hesperapis,EMEC1750452,Hesperapis larreae,larreae,EMEC1750452 Hesperapis larreae.jpg,
75820977,249.0,1928,2177,593,592,0.09,44.05,2214,2258,1539,1537,Yes,Hesperapis,EMEC1750453,Hesperapis larreae,larreae,EMEC1750453 Hesperapis larreae.jpg,
75820980,255.0,2004,2259,571,571,0.17,86.01,2299,2385,1522,1521,Yes,Hesperapis,EMEC1750454,Hesperapis larreae,larreae,EMEC1750454 Hesperapis larreae.jpg,
75820984,374.19,2010,2384,1003,991,0.24,176.82,2412,2588,1746,1763,Yes,Hesperapis,EMEC1750455,Hesperapis larreae,larreae,EMEC1750455 Hesperapis larreae.jpg,
75820987,153.0,2005,2158,576,575,0.21,63.0,2208,2271,1471,1471,Yes,Hesperapis,EMEC1750456,Hesperapis larreae,larreae,EMEC1750456 Hesperapis larreae.jpg,
75820991,245.02,2054,2299,543,540,0.21,103.32,2253,2323,1592,1516,Yes,Hesperapis,EMEC1750457,Hesperapis larreae,larreae,EMEC1750457 Hesperapis larreae.jpg,
75820994,152.0,2075,2227,589,589,0.26,80.06,2284,2364,1590,1587,Yes,Hesperapis,EMEC1750458,Hesperapis larreae,larreae,EMEC1750458 Hesperapis larreae.jpg,
75821000,246.01,2088,2334,579,581,0.18,86.47,2308,2394,1613,1604,Yes,Hesperapis,EMEC1750459,Hesperapis larreae,larreae,EMEC1750459 Hesperapis larreae.jpg,
75821003,212.81,2191,2389,754,832,0.23,98.13,2439,2537,1572,1567,Yes,Hesperapis,EMEC1750460,Hesperapis larreae,larreae,EMEC1750460 Hesperapis larreae.jpg,
75821006,214.77,2023,2218,743,833,0.27,114.69,2340,2417,1519,1604,Yes,Hesperapis,EMEC1750461,Hesperapis larreae,larreae,EMEC1750461 Hesperapis larreae.jpg,
75821009,252.01,1996,2248,566,568,0.17,84.15,2228,2312,1517,1512,Yes,Hesperapis,EMEC1750462,Hesperapis larreae,larreae,EMEC1750462 Hesperapis larreae.jpg,
75821015,210.62,2070,2269,751,820,0.21,90.01,2270,2360,1504,1503,Yes,Hesperapis,EMEC1750463,Hesperapis larreae,larreae,EMEC1750463 Hesperapis larreae.jpg,
75821019,246.0,2052,2298,582,581,0.17,83.1,2270,2353,1505,1509,Yes,Hesperapis,EMEC1750464,Hesperapis larreae,larreae,EMEC1750464 Hesperapis larreae.jpg,
75821023,253.02,2077,2330,562,565,0.17,84.02,2017,2101,1541,1543,Yes,Hesperapis,EMEC1750465,Hesperapis larreae,larreae,EMEC1750465 Hesperapis larreae.jpg,
75821026,156.03,2050,2206,576,573,0.17,53.46,2272,2325,1455,1448,Yes,Hesperapis,EMEC1750466,Hesperapis larreae,larreae,EMEC1750466 Hesperapis larreae.jpg,
75821033,246.0,1987,2233,603,603,0.15,76.01,2194,2270,1498,1497,Yes,Hesperapis,EMEC1750467,Hesperapis larreae,larreae,EMEC1750467 Hesperapis larreae.jpg,
75821037,245.0,1999,2244,583,582,0.17,82.15,2182,2264,1609,1604,Yes,Hesperapis,EMEC1750468,Hesperapis larreae,larreae,EMEC1750468 Hesperapis larreae.jpg,
75821041,51.01,2065,2116,571,572,0.13,13.04,1986,1999,1565,1564,No,Hesperapis,EMEC1750469,Hesperapis larreae,larreae,EMEC1750469 Hesperapis larreae.jpg,
75821045,149.0,2028,2177,607,606,0.28,82.61,2034,2116,1575,1565,Yes,Hesperapis,EMEC1750470,Hesperapis larreae,larreae,EMEC1750470 Hesperapis larreae.jpg,
75821048,251.0,2005,2256,575,576,0.2,101.04,2164,2265,1589,1586,Yes,Hesperapis,EMEC1750471,Hesperapis larreae,larreae,EMEC1750471 Hesperapis larreae.jpg,
75821051,151.0,2068,2219,570,571,0.3,90.09,2195,2285,1585,1581,Yes,Hesperapis,EMEC1750472,Hesperapis larreae,larreae,EMEC1750472 Hesperapis larreae.jpg,
75821057,247.0,2185,2432,559,560,0.11,53.0,2489,2542,1528,1528,Yes,Hesperapis,EMEC1750473,Hesperapis larreae,larreae,EMEC1750473 Hesperapis larreae.jpg,
75821062,208.4,2095,2293,756,821,0.2,83.01,2262,2345,1584,1585,Yes,Hesperapis,EMEC1750474,Hesperapis larreae,larreae,EMEC1750474 Hesperapis larreae.jpg,
75821078,250.0,2023,2273,572,573,0.17,84.01,2259,2343,1531,1530,Yes,Hesperapis,EMEC1750475,Hesperapis larreae,larreae,EMEC1750475 Hesperapis larreae.jpg,
75821088,249.0,2117,2366,557,557,0.17,87.01,2307,2394,1592,1591,Yes,Hesperapis,EMEC1750476,Hesperapis larreae,larreae,EMEC1750476 Hesperapis larreae.jpg,
75821095,147.0,1999,2146,582,583,0.12,36.06,1964,2000,1656,1658,No,Hesperapis,EMEC1750477,Hesperapis larreae,larreae,EMEC1750477 Hesperapis larreae.jpg,
75821100,151.0,2073,2224,588,588,0.29,87.01,2227,2314,1558,1557,Yes,Hesperapis,EMEC1750478,Hesperapis larreae,larreae,EMEC1750478 Hesperapis larreae.jpg,
75821104,203.36,1980,2174,742,803,0.09,35.23,1873,1908,1495,1491,Yes,Hesperapis,EMEC1750479,Hesperapis larreae,larreae,EMEC1750479 Hesperapis larreae.jpg,
75821108,218.04,2102,2320,564,560,0.17,72.01,2225,2297,1493,1492,Yes,Hesperapis,EMEC1750480,Hesperapis larreae,larreae,EMEC1750480 Hesperapis larreae.jpg,
75821112,240.01,1974,2214,578,576,0.2,98.25,1975,2073,1540,1533,Yes,Hesperapis,EMEC1750481,Hesperapis larreae,larreae,EMEC1750481 Hesperapis larreae.jpg,
75821118,181.23,2075,2248,976,1030,0.27,98.01,2189,2287,1594,1593,Yes,Hesperapis,EMEC1750482,Hesperapis larreae,larreae,EMEC1750482 Hesperapis larreae.jpg,
75821122,246.0,1938,2184,580,580,0.15,74.01,2020,2094,1566,1565,Yes,Hesperapis,EMEC1750483,Hesperapis larreae,larreae,EMEC1750483 Hesperapis larreae.jpg,
75821127,240.0,2298,2538,524,525,0.16,75.01,2197,2272,1626,1627,Yes,Hesperapis,EMEC1750484,Hesperapis larreae,larreae,EMEC1750484 Hesperapis larreae.jpg,
75821131,254.0,2000,2254,563,563,0.17,84.0,2204,2288,1548,1548,Yes,Hesperapis,EMEC1750485,Hesperapis larreae,larreae,EMEC1750485 Hesperapis larreae.jpg,
75821135,158.0,2066,2224,575,576,0.18,57.01,2253,2310,1629,1630,Yes,Hesperapis,EMEC1750486,Hesperapis larreae,larreae,EMEC1750486 Hesperapis larreae.jpg,
75821142,244.0,2003,2247,577,577,0.16,80.01,2162,2242,1521,1522,Yes,Hesperapis,EMEC1750487,Hesperapis larreae,larreae,EMEC1750487 Hesperapis larreae.jpg,
75821146,297.06,2219,2481,866,726,0.37,220.59,2535,2729,1721,1616,Yes,Hesperapis,EMEC1750488,Hesperapis larreae,larreae,EMEC1750488 Hesperapis larreae.jpg,
75821150,250.0,1985,2235,588,588,0.14,71.06,2175,2246,1551,1548,Yes,Hesperapis,EMEC1750489,Hesperapis larreae,larreae,EMEC1750489 Hesperapis larreae.jpg,
75821154,250.0,1935,2185,572,572,0.18,89.05,2140,2229,1659,1656,Yes,Hesperapis,EMEC1750490,Hesperapis larreae,larreae,EMEC1750490 Hesperapis larreae.jpg,
75821158,248.0,1979,2227,591,590,0.15,74.0,2132,2206,1630,1630,Yes,Hesperapis,EMEC1750491,Hesperapis larreae,larreae,EMEC1750491 Hesperapis larreae.jpg,
75821162,250.0,1986,2236,580,579,0.19,93.01,2254,2347,1557,1558,Yes,Hesperapis,EMEC1750492,Hesperapis larreae,larreae,EMEC1750492 Hesperapis larreae.jpg,
75821167,246.0,2038,2284,844,845,0.19,94.18,2225,2288,1603,1673,Yes,Hesperapis,EMEC1750493,Hesperapis larreae,larreae,EMEC1750493 Hesperapis larreae.jpg,
75821171,233.94,2108,2307,689,812,0.32,152.0,2234,2386,1344,1344,Yes,Hesperapis,EMEC1750494,Hesperapis larreae,larreae,EMEC1750494 Hesperapis larreae.jpg,
75821175,145.01,2034,2179,601,603,0.34,97.42,2208,2305,1458,1449,Yes,Hesperapis,EMEC1750495,Hesperapis larreae,larreae,EMEC1750495 Hesperapis larreae.jpg,
75821177,254.0,2000,2254,563,562,0.16,83.0,2320,2403,1468,1468,Yes,Hesperapis,EMEC1750496,Hesperapis larreae,larreae,EMEC1750496 Hesperapis larreae.jpg,
75821179,248.0,2126,2374,602,602,0.15,73.01,2318,2391,1569,1568,Yes,Hesperapis,EMEC1750497,Hesperapis larreae,larreae,EMEC1750497 Hesperapis larreae.jpg,
75821182,249.01,2128,2377,600,598,0.11,56.04,2365,2419,1644,1659,Yes,Hesperapis,EMEC1750498,Hesperapis larreae,larreae,EMEC1750498 Hesperapis larreae.jpg,
75821185,247.01,2127,2374,612,610,0.13,64.28,2295,2359,1550,1544,Yes,Hesperapis,EMEC1750499,Hesperapis larreae,larreae,EMEC1750499 Hesperapis larreae.jpg,
75821188,148.0,2178,2326,614,613,0.17,50.64,2348,2398,1492,1500,Yes,Hesperapis,EMEC1750500,Hesperapis larreae,larreae,EMEC1750500 Hesperapis larreae.jpg,
75821191,246.01,2129,2375,596,594,0.16,76.94,2315,2391,1598,1610,Yes,Hesperapis,EMEC1750501,Hesperapis larreae,larreae,EMEC1750501 Hesperapis larreae.jpg,
75821196,243.01,2129,2372,592,590,0.16,76.11,2245,2321,1536,1540,No,Hesperapis,EMEC1750502,Hesperapis larreae,larreae,EMEC1750502 Hesperapis larreae.jpg,
75821199,247.0,2125,2372,622,622,0.13,65.01,2093,2158,1457,1456,Yes,Hesperapis,EMEC1750503,Hesperapis larreae,larreae,EMEC1750503 Hesperapis larreae.jpg,
75821202,148.0,2126,2274,621,620,0.1,30.81,2077,2107,1470,1477,No,Hesperapis,EMEC1750504,Hesperapis larreae,larreae,EMEC1750504 Hesperapis larreae.jpg,
75821204,204.83,2176,2367,741,815,0.22,88.09,2324,2412,1508,1512,Yes,Hesperapis,EMEC1750505,Hesperapis larreae,larreae,EMEC1750505 Hesperapis larreae.jpg,
75821210,246.0,2125,2371,596,596,0.14,70.61,2368,2437,1530,1545,Yes,Hesperapis,EMEC1750506,Hesperapis larreae,larreae,EMEC1750506 Hesperapis larreae.jpg,
75821214,227.01,2161,2388,634,632,0.19,84.01,2313,2397,1604,1603,Yes,Hesperapis,EMEC1750507,Hesperapis larreae,larreae,EMEC1750507 Hesperapis larreae.jpg,
75821217,246.01,2130,2376,585,583,0.15,75.19,2417,2490,1617,1599,Yes,Hesperapis,EMEC1750508,Hesperapis larreae,larreae,EMEC1750508 Hesperapis larreae.jpg,
75821223,251.0,2124,2375,600,600,0.09,47.38,2400,2447,1601,1595,Yes,Hesperapis,EMEC1750509,Hesperapis larreae,larreae,EMEC1750509 Hesperapis larreae.jpg,
75821227,245.0,2127,2372,620,620,0.17,83.49,2345,2428,1562,1553,Yes,Hesperapis,EMEC1750510,Hesperapis larreae,larreae,EMEC1750510 Hesperapis larreae.jpg,
75821231,244.0,2150,2394,494,493,0.17,82.01,2159,2241,1311,1312,No,Hesperapis,EMEC1750511,Hesperapis larreae,larreae,EMEC1750511 Hesperapis larreae.jpg,
75821236,243.01,2149,2392,504,502,0.14,70.01,2163,2233,1267,1266,No,Hesperapis,EMEC1750512,Hesperapis larreae,larreae,EMEC1750512 Hesperapis larreae.jpg,
75821240,244.02,2343,2587,492,489,0.15,75.0,2141,2216,1334,1334,Yes,Hesperapis,EMEC1750513,Hesperapis larreae,larreae,EMEC1750513 Hesperapis larreae.jpg,
75821244,247.02,2148,2395,514,511,0.16,81.15,2223,2304,1258,1253,Yes,Hesperapis,EMEC1750514,Hesperapis larreae,larreae,EMEC1750514 Hesperapis larreae.jpg,
75821248,236.01,2146,2382,511,509,0.2,94.19,2216,2310,1261,1255,Yes,Hesperapis,EMEC1750515,Hesperapis larreae,larreae,EMEC1750515 Hesperapis larreae.jpg,
75821252,284.89,2309,2565,926,801,0.42,240.75,2460,2621,1529,1350,Yes,Hesperapis,EMEC1750516,Hesperapis larreae,larreae,EMEC1750516 Hesperapis larreae.jpg,
75821256,112.07,2209,2301,626,690,0.47,106.12,2175,2281,1226,1221,Yes,Hesperapis,EMEC1750517,Hesperapis larreae,larreae,EMEC1750517 Hesperapis larreae.jpg,
75821260,240.01,2192,2432,496,494,0.16,77.01,2230,2307,1253,1254,Yes,Hesperapis,EMEC1750518,Hesperapis larreae,larreae,EMEC1750518 Hesperapis larreae.jpg,
75821264,256.01,2208,2464,490,492,0.15,76.03,2223,2299,1336,1334,Yes,Hesperapis,EMEC1750519,Hesperapis larreae,larreae,EMEC1750519 Hesperapis larreae.jpg,
75821268,246.0,2219,2465,490,491,0.14,67.03,2252,2319,1317,1315,Yes,Hesperapis,EMEC1750520,Hesperapis larreae,larreae,EMEC1750520 Hesperapis larreae.jpg,
75821272,248.03,2154,2402,502,498,0.09,47.01,2202,2249,1308,1307,Yes,Hesperapis,EMEC1750521,Hesperapis larreae,larreae,EMEC1750521 Hesperapis larreae.jpg,
75821276,246.0,2211,2457,492,492,0.16,77.06,2235,2312,1283,1280,No,Hesperapis,EMEC1750522,Hesperapis larreae,larreae,EMEC1750522 Hesperapis larreae.jpg,
75821279,199.67,2184,2371,633,703,0.22,86.01,2205,2291,1265,1266,Yes,Hesperapis,EMEC1750523,Hesperapis larreae,larreae,EMEC1750523 Hesperapis larreae.jpg,
75821290,246.01,2178,2424,533,531,0.16,78.01,2247,2325,1322,1321,Yes,Hesperapis,EMEC1750524,Hesperapis larreae,larreae,EMEC1750524 Hesperapis larreae.jpg,
75821294,155.05,2206,2361,525,529,0.26,81.0,2244,2325,1287,1287,Yes,Hesperapis,EMEC1750525,Hesperapis larreae,larreae,EMEC1750525 Hesperapis larreae.jpg,
75821300,241.0,2179,2420,529,530,0.15,72.03,2262,2334,1329,1327,No,Hesperapis,EMEC1750526,Hesperapis larreae,larreae,EMEC1750526 Hesperapis larreae.jpg,
75821304,246.0,2245,2491,705,705,0.15,72.17,2295,2367,1494,1489,Yes,Hesperapis,EMEC1750527,Hesperapis larreae,larreae,EMEC1750527 Hesperapis larreae.jpg,
75821307,111.41,2240,2338,662,715,0.28,62.0,2219,2281,1284,1284,Yes,Hesperapis,EMEC1750528,Hesperapis larreae,larreae,EMEC1750528 Hesperapis larreae.jpg,
75821311,146.0,2414,2560,519,519,0.21,62.0,2212,2274,1331,1331,No,Hesperapis,EMEC1750529,Hesperapis larreae,larreae,EMEC1750529 Hesperapis larreae.jpg,
75821314,243.0,2174,2417,535,535,0.13,62.07,2187,2249,1335,1338,Yes,Hesperapis,EMEC1750530,Hesperapis larreae,larreae,EMEC1750530 Hesperapis larreae.jpg,
75821318,249.0,2177,2426,497,498,0.16,80.1,2218,2298,1320,1316,Yes,Hesperapis,EMEC1750531,Hesperapis larreae,larreae,EMEC1750531 Hesperapis larreae.jpg,
