subject_id,classification_id,user_name,T2_1 Set scale (0.5 cm): x1,T2_1 Set scale (0.5 cm): x2,T2_1 Set scale (0.5 cm): y1,T2_1 Set scale (0.5 cm): y2,T2_1 Tegula length: x1,T2_1 Tegula length: x2,T2_1 Tegula length: y1,T2_1 Tegula length: y2,T3_1 Were you able to measure the bee?,catalogNumber,originalFileName,started_at,finished_at,gold_standard,expert,workflow_version
82157368,453562816,Bmcdarrah,3349,3808,816,816,2180,2388,2219,2197,Yes,LACM_ENTB_6000,LACM_ENTB_6000_had_lbs.jpg,28-Nov-2022 21:45:29,28-Nov-2022 21:45:35,,,1.1
82152762,453562922,Bmcdarrah,792,792,2377,2781,1713,1710,3659,3821,Yes,LACM ENT 601947,LACM ENT 601947_had_lbs.jpg,28-Nov-2022 21:45:35,28-Nov-2022 21:46:12,,,1.1
82154942,453562962,Bmcdarrah,3051,3462,755,751,2145,2323,1760,1760,Yes,LACM ENT 602172,LACM ENT 602172_had_lbs-2.jpg,28-Nov-2022 21:46:12,28-Nov-2022 21:46:27,,,1.1
82155812,453562991,Bmcdarrah,3237,3670,850,846,2535,3042,1899,1955,Yes,LACM ENT 602516,LACM ENT 602516_had_lbs.jpg,28-Nov-2022 21:46:27,28-Nov-2022 21:46:34,,,1.1
82154423,453563026,Bmcdarrah,4467,4930,829,838,3579,3557,1647,1842,Yes,LACM ENT 602089,LACM ENT 602089_had_lbs.jpg,28-Nov-2022 21:46:34,28-Nov-2022 21:46:42,,,1.1
82154897,453563197,Bmcdarrah,3280,3691,755,760,2687,2834,1695,1695,Yes,LACM ENT 602150,LACM ENT 602150_had_lbs-2.jpg,28-Nov-2022 21:46:42,28-Nov-2022 21:47:31,,,1.1
82155599,453563228,Bmcdarrah,3453,3908,838,833,2414,2604,2102,2098,Yes,LACM ENT 602340,LACM ENT 602340_had_lbs.jpg,28-Nov-2022 21:47:31,28-Nov-2022 21:47:38,,,1.1
82153164,453563259,Bmcdarrah,3289,3743,850,855,2202,2362,1877,1877,Yes,LACM ENT 601977,LACM ENT 601977_had_lbs-2.jpg,28-Nov-2022 21:47:38,28-Nov-2022 21:47:45,,,1.1
82152515,453563314,Bmcdarrah,2786,3237,868,868,2345,2548,2141,2141,Yes,LACM ENT 601932,LACM ENT 601932_had_lbs.jpg,28-Nov-2022 21:47:45,28-Nov-2022 21:47:58,,,1.1
82156513,453563338,Bmcdarrah,3639,4090,863,863,2713,3033,1673,1660,Yes,LACM ENT 602666,LACM ENT 602666_had_lbs.jpg,28-Nov-2022 21:47:59,28-Nov-2022 21:48:06,,,1.1
82151464,453563357,Bmcdarrah,4038,4484,876,872,2535,2743,1976,1976,Yes,LACM ENT 601739,LACM ENT 601739_had_lbs.jpg,28-Nov-2022 21:48:06,28-Nov-2022 21:48:13,,,1.1
82155491,453563380,Bmcdarrah,3211,3648,946,946,2267,2423,1881,1864,Yes,LACM ENT 602311,LACM ENT 602311_had_lbs-2.jpg,28-Nov-2022 21:48:13,28-Nov-2022 21:48:21,,,1.1
82155577,453563406,Bmcdarrah,3878,4341,738,738,2977,3172,1552,1543,Yes,LACM ENT 602332,LACM ENT 602332_had_lbs.jpg,28-Nov-2022 21:48:21,28-Nov-2022 21:48:32,,,1.1
82154927,453563439,Bmcdarrah,3306,3765,946,950,2570,2782,1808,1803,Yes,LACM ENT 602159,LACM ENT 602159_had_lbs.jpg,28-Nov-2022 21:48:32,28-Nov-2022 21:48:43,,,1.1
82153627,453563467,Bmcdarrah,3982,4428,695,690,3271,3471,1591,1595,Yes,LACM ENT 602012,LACM ENT 602012_had_lbs.jpg,28-Nov-2022 21:48:43,28-Nov-2022 21:48:52,,,1.1
82151344,453563522,Bmcdarrah,3661,4107,898,902,2613,2951,1630,1600,Yes,LACM ENT 601685,LACM ENT 601685_had_lbs.jpg,28-Nov-2022 21:48:52,28-Nov-2022 21:49:10,,,1.1
82151776,453563550,Bmcdarrah,3367,3808,876,872,2436,2682,1989,1998,Yes,LACM ENT 601876,LACM ENT 601876_had_lbs.jpg,28-Nov-2022 21:49:10,28-Nov-2022 21:49:18,,,1.1
82157109,453563617,Bmcdarrah,3566,4012,889,885,2522,2743,2241,2215,Yes,LACM_ENTB_5979,LACM_ENTB_5979_had_lbs.jpg,28-Nov-2022 21:49:18,28-Nov-2022 21:49:35,,,1.1
82156594,453563643,Bmcdarrah,3527,3973,868,868,2414,2687,2254,2258,Yes,LACM ENT 602679,LACM ENT 602679_had_lbs.jpg,28-Nov-2022 21:49:35,28-Nov-2022 21:49:42,,,1.1
82155035,453563662,Bmcdarrah,3419,3869,799,799,2384,2544,1600,1600,Yes,LACM ENT 602205,LACM ENT 602205_had_lbs.jpg,28-Nov-2022 21:49:43,28-Nov-2022 21:49:49,,,1.1
82151643,453563681,Bmcdarrah,3665,4112,881,885,2609,2817,2002,2015,Yes,LACM ENT 601845,LACM ENT 601845_had_lbs.jpg,28-Nov-2022 21:49:49,28-Nov-2022 21:49:56,,,1.1
82153603,453563700,Bmcdarrah,3375,3839,911,911,2353,2557,1916,1907,Yes,LACM ENT 602011,LACM ENT 602011_had_lbs-2.jpg,28-Nov-2022 21:49:56,28-Nov-2022 21:50:02,,,1.1
82152148,453563716,Bmcdarrah,3795,4246,829,833,2873,3068,1699,1708,Yes,LACM ENT 601910,LACM ENT 601910_had_lbs.jpg,28-Nov-2022 21:50:02,28-Nov-2022 21:50:09,,,1.1
82151971,453563728,Bmcdarrah,3531,3973,876,872,2280,2522,2015,2002,Yes,LACM ENT 601899,LACM ENT 601899_had_lbs-2.jpg,28-Nov-2022 21:50:09,28-Nov-2022 21:50:15,,,1.1
82154489,453563740,Bmcdarrah,3930,4402,747,742,2869,3051,1799,1790,Yes,LACM ENT 602093,LACM ENT 602093_had_lbs.jpg,28-Nov-2022 21:50:15,28-Nov-2022 21:50:21,,,1.1
82156776,453563815,Bmcdarrah,3956,4363,885,885,2384,2721,1829,1829,Yes,LACM ENT 602706,LACM ENT 602706_had_lbs.jpg,28-Nov-2022 21:50:21,28-Nov-2022 21:50:55,,,1.1
82151416,453563828,Bmcdarrah,3648,4094,825,820,2791,3055,1691,1678,Yes,LACM ENT 601716,LACM ENT 601716_had_lbs.jpg,28-Nov-2022 21:50:55,28-Nov-2022 21:51:00,,,1.1
82155447,453563845,Bmcdarrah,3419,3856,794,794,2349,2509,1682,1678,Yes,LACM ENT 602302,LACM ENT 602302_had_lbs-2.jpg,28-Nov-2022 21:51:00,28-Nov-2022 21:51:06,,,1.1
82155036,453563855,Bmcdarrah,3302,3752,859,855,2124,2310,1834,1834,Yes,LACM ENT 602207,LACM ENT 602207_had_lbs-2.jpg,28-Nov-2022 21:51:06,28-Nov-2022 21:51:12,,,1.1
82151350,453563898,Bmcdarrah,3661,4107,816,820,2388,2938,1847,1786,Yes,LACM ENT 601688,LACM ENT 601688_had_lbs.jpg,28-Nov-2022 21:51:13,28-Nov-2022 21:51:35,,,1.1
82150979,453563910,Bmcdarrah,3579,4021,859,859,3128,3397,2059,2076,Yes,LACM ENT 601500,LACM ENT 601500_had_lbs.jpg,28-Nov-2022 21:51:35,28-Nov-2022 21:51:42,,,1.1
82156365,453563929,Bmcdarrah,3601,4021,842,842,2262,2587,1613,1621,Yes,LACM ENT 602631,LACM ENT 602631_had_lbs.jpg,28-Nov-2022 21:51:42,28-Nov-2022 21:51:50,,,1.1
82156857,453563946,Bmcdarrah,3510,3951,894,894,2288,2591,2418,2414,Yes,LACM ENT 602718,LACM ENT 602718_had_lbs.jpg,28-Nov-2022 21:51:50,28-Nov-2022 21:51:57,,,1.1
82155163,453563967,Bmcdarrah,3497,3947,643,638,2423,2730,1821,1821,Yes,LACM ENT 602244,LACM ENT 602244_had_lbs.jpg,28-Nov-2022 21:51:57,28-Nov-2022 21:52:05,,,1.1
82154660,453563982,Bmcdarrah,3219,3674,773,781,2102,2310,2171,2171,Yes,LACM ENT 602106,LACM ENT 602106_had_lbs.jpg,28-Nov-2022 21:52:05,28-Nov-2022 21:52:11,,,1.1
82155050,453564014,Bmcdarrah,2847,3258,747,751,1795,1968,1587,1595,Yes,LACM ENT 602210,LACM ENT 602210_had_lbs-2.jpg,28-Nov-2022 21:52:11,28-Nov-2022 21:52:24,,,1.1
82156131,453564029,Bmcdarrah,3440,3873,872,868,2106,2678,2180,2176,Yes,LACM ENT 602586,LACM ENT 602586_had_lbs.jpg,28-Nov-2022 21:52:24,28-Nov-2022 21:52:30,,,1.1
82156728,453564044,Bmcdarrah,3137,3549,790,794,2241,2565,1873,1881,Yes,LACM ENT 602703,LACM ENT 602703_had_lbs.jpg,28-Nov-2022 21:52:30,28-Nov-2022 21:52:37,,,1.1
82151261,453564059,Bmcdarrah,3549,4003,863,863,2544,2734,1708,1717,Yes,LACM ENT 601619,LACM ENT 601619_had_lbs.jpg,28-Nov-2022 21:52:37,28-Nov-2022 21:52:42,,,1.1
82152349,453564070,Bmcdarrah,3163,3588,781,781,1886,2050,1526,1526,Yes,LACM ENT 601921,LACM ENT 601921_had_lbs.jpg,28-Nov-2022 21:52:43,28-Nov-2022 21:52:49,,,1.1
82154881,453564105,Bmcdarrah,3206,3613,799,794,2297,2453,1643,1643,Yes,LACM ENT 602145,LACM ENT 602145_had_lbs.jpg,28-Nov-2022 21:52:49,28-Nov-2022 21:53:02,,,1.1
82153549,453564123,Bmcdarrah,3588,4038,876,872,2514,2817,2327,2358,Yes,LACM ENT 602009,LACM ENT 602009_had_lbs-2.jpg,28-Nov-2022 21:53:02,28-Nov-2022 21:53:09,,,1.1
82151565,453564137,Bmcdarrah,3644,4090,829,838,2648,2851,1647,1656,Yes,LACM ENT 601780,LACM ENT 601780_had_lbs.jpg,28-Nov-2022 21:53:09,28-Nov-2022 21:53:16,,,1.1
82155203,453564152,Bmcdarrah,3774,4224,829,833,2769,2929,1699,1699,Yes,LACM ENT 602252,LACM ENT 602252_had_lbs-2.jpg,28-Nov-2022 21:53:16,28-Nov-2022 21:53:23,,,1.1
82154941,453564171,Bmcdarrah,3756,4211,807,812,2384,2648,2080,2067,Yes,LACM ENT 602168,LACM ENT 602168_had_lbs.jpg,28-Nov-2022 21:53:23,28-Nov-2022 21:53:35,,,1.1
82152378,453564257,Bmcdarrah,3436,3891,560,556,2215,2514,2063,2063,Yes,LACM ENT 601926,LACM ENT 601926_had_lbs.jpg,28-Nov-2022 21:53:35,28-Nov-2022 21:54:13,,,1.1
82152801,453564272,Bmcdarrah,3761,4215,863,863,2505,2869,1916,1933,Yes,LACM ENT 601952,LACM ENT 601952_had_lbs-2.jpg,28-Nov-2022 21:54:13,28-Nov-2022 21:54:20,,,1.1
82153747,453564286,Bmcdarrah,3224,3678,907,907,2223,2410,1678,1673,Yes,LACM ENT 602022,LACM ENT 602022_had_lbs-2.jpg,28-Nov-2022 21:54:20,28-Nov-2022 21:54:27,,,1.1
82152377,453564302,Bmcdarrah,2986,3440,556,556,2228,2531,2063,2067,Yes,LACM ENT 601926,LACM ENT 601926_had_lbs-2.jpg,28-Nov-2022 21:54:27,28-Nov-2022 21:54:34,,,1.1
82153867,453564319,Bmcdarrah,2981,3401,686,690,2033,2193,1613,1613,Yes,LACM ENT 602036,LACM ENT 602036_had_lbs-2.jpg,28-Nov-2022 21:54:35,28-Nov-2022 21:54:41,,,1.1
82151289,453564338,Bmcdarrah,3626,4068,946,950,2609,2804,1868,1868,Yes,LACM ENT 601628,LACM ENT 601628_had_lbs.jpg,28-Nov-2022 21:54:41,28-Nov-2022 21:54:47,,,1.1
82153769,453564360,Bmcdarrah,3228,3674,898,898,2241,2410,1682,1682,Yes,LACM ENT 602022,LACM ENT 602022_had_lbs.jpg,28-Nov-2022 21:54:47,28-Nov-2022 21:54:55,,,1.1
82155426,453564410,Bmcdarrah,3115,3570,850,838,2358,2682,2085,2102,Yes,LACM ENT 602297,LACM ENT 602297_had_lbs.jpg,28-Nov-2022 21:54:55,28-Nov-2022 21:55:15,,,1.1
82154967,453564423,Bmcdarrah,3280,3722,1232,1227,3808,3808,2362,2539,Yes,LACM ENT 602180,LACM ENT 602180_had_lbs-2.jpg,28-Nov-2022 21:55:15,28-Nov-2022 21:55:21,,,1.1
82152724,453564435,Bmcdarrah,3224,3665,803,807,2622,2765,1691,1682,Yes,LACM ENT 601941,LACM ENT 601941_had_lbs.jpg,28-Nov-2022 21:55:21,28-Nov-2022 21:55:28,,,1.1
82153409,453564454,Bmcdarrah,3652,4112,907,902,2410,2730,2249,2236,Yes,LACM ENT 601997,LACM ENT 601997_had_lbs.jpg,28-Nov-2022 21:55:28,28-Nov-2022 21:55:34,,,1.1
82155076,453564472,Bmcdarrah,3393,3847,868,881,2262,2410,1903,1903,Yes,LACM ENT 602221,LACM ENT 602221_had_lbs.jpg,28-Nov-2022 21:55:34,28-Nov-2022 21:55:40,,,1.1
82157341,453564496,Bmcdarrah,3319,3756,859,863,2284,2483,1959,1933,Yes,LACM_ENTB_5998,LACM_ENTB_5998_had_lbs.jpg,28-Nov-2022 21:55:40,28-Nov-2022 21:55:47,,,1.1
82154973,453564517,Bmcdarrah,3397,3847,872,868,2089,2271,1790,1782,Yes,LACM ENT 602183,LACM ENT 602183_had_lbs-2.jpg,28-Nov-2022 21:55:47,28-Nov-2022 21:55:54,,,1.1
82151118,453564551,Bmcdarrah,3354,3804,954,954,2488,2795,1756,1760,Yes,LACM ENT 601538,LACM ENT 601538_had_lbs.jpg,28-Nov-2022 21:55:55,28-Nov-2022 21:56:01,,,1.1
82151911,453564577,Bmcdarrah,3497,3947,907,907,2171,2449,1924,1911,Yes,LACM ENT 601892,LACM ENT 601892_had_lbs-2.jpg,28-Nov-2022 21:56:01,28-Nov-2022 21:56:07,,,1.1
82153856,453564604,Bmcdarrah,3626,4090,868,868,2492,2782,2076,2089,Yes,LACM ENT 602035,LACM ENT 602035_had_lbs.jpg,28-Nov-2022 21:56:07,28-Nov-2022 21:56:14,,,1.1
82151916,453564627,Bmcdarrah,3501,3951,902,902,2184,2440,1911,1907,Yes,LACM ENT 601892,LACM ENT 601892_had_lbs.jpg,28-Nov-2022 21:56:14,28-Nov-2022 21:56:20,,,1.1
82155671,453564693,Bmcdarrah,3293,3735,695,703,2535,2708,2124,2128,Yes,LACM ENT 602346,LACM ENT 602346_had_lbs.jpg,28-Nov-2022 21:56:20,28-Nov-2022 21:56:38,,,1.1
82154575,453564756,Bmcdarrah,2799,3206,786,790,2171,2362,1552,1556,Yes,LACM ENT 602098,LACM ENT 602098_had_lbs-2.jpg,28-Nov-2022 21:56:38,28-Nov-2022 21:56:58,,,1.1
82151483,453564818,Bmcdarrah,3250,3687,807,803,2687,2890,1608,1604,Yes,LACM ENT 601749,LACM ENT 601749_had_lbs.jpg,28-Nov-2022 21:56:58,28-Nov-2022 21:57:20,,,1.1
82156356,453564838,Bmcdarrah,3167,3575,838,838,2475,2817,1756,1734,Yes,LACM ENT 602629,LACM ENT 602629_had_lbs.jpg,28-Nov-2022 21:57:20,28-Nov-2022 21:57:26,,,1.1
82151291,453564861,Bmcdarrah,3146,3575,928,928,2514,2721,1981,1955,Yes,LACM ENT 601649,LACM ENT 601649_had_lbs.jpg,28-Nov-2022 21:57:26,28-Nov-2022 21:57:32,,,1.1
82154452,453564886,Bmcdarrah,3310,3722,738,738,2193,2340,1513,1517,Yes,LACM ENT 602090,LACM ENT 602090_had_lbs.jpg,28-Nov-2022 21:57:32,28-Nov-2022 21:57:38,,,1.1
82152752,453564906,Bmcdarrah,3302,3756,833,833,2171,2392,1868,1864,Yes,LACM ENT 601945,LACM ENT 601945_had_lbs.jpg,28-Nov-2022 21:57:38,28-Nov-2022 21:57:45,,,1.1
82152896,453564931,Bmcdarrah,3159,3609,868,868,2401,2747,1851,1860,Yes,LACM ENT 601958,LACM ENT 601958_had_lbs.jpg,28-Nov-2022 21:57:45,28-Nov-2022 21:57:51,,,1.1
82151255,453564947,Bmcdarrah,3514,3960,1037,1041,2591,2925,2128,2115,Yes,LACM ENT 601594,LACM ENT 601594_had_lbs.jpg,28-Nov-2022 21:57:51,28-Nov-2022 21:57:57,,,1.1
82154368,453565007,Bmcdarrah,3523,3973,898,894,2414,2713,2197,2189,Yes,LACM ENT 602083,LACM ENT 602083_had_lbs.jpg,28-Nov-2022 21:57:57,28-Nov-2022 21:58:14,,,1.1
82151781,453565032,Bmcdarrah,3505,3956,1006,1006,2899,3159,2150,2137,,LACM ENT 601880,LACM ENT 601880_had_lbs.jpg,28-Nov-2022 21:58:14,28-Nov-2022 21:58:19,,,1.1
82155933,453565052,Bmcdarrah,3566,4025,881,876,2470,2661,1929,1937,Yes,LACM ENT 602551,LACM ENT 602551_had_lbs.jpg,28-Nov-2022 21:58:19,28-Nov-2022 21:58:25,,,1.1
82153138,453565080,Bmcdarrah,3596,4060,816,807,2678,2890,1708,1721,Yes,LACM ENT 601976,LACM ENT 601976_had_lbs-2.jpg,28-Nov-2022 21:58:25,28-Nov-2022 21:58:33,,,1.1
82154946,453565106,Bmcdarrah,3051,3471,764,764,2145,2323,1760,1760,Yes,LACM ENT 602172,LACM ENT 602172_had_lbs.jpg,28-Nov-2022 21:58:33,28-Nov-2022 21:58:39,,,1.1
82154372,453565126,Bmcdarrah,3289,3696,760,755,2626,2804,1509,1509,Yes,LACM ENT 602084,LACM ENT 602084_had_lbs-2.jpg,28-Nov-2022 21:58:39,28-Nov-2022 21:58:45,,,1.1
82155181,453565149,Bmcdarrah,3345,3800,825,820,2791,2977,1760,1756,Yes,LACM ENT 602247,LACM ENT 602247_had_lbs-2.jpg,28-Nov-2022 21:58:45,28-Nov-2022 21:58:51,,,1.1
82157352,453565184,Bmcdarrah,3323,3774,863,863,2163,2375,1963,1950,Yes,LACM_ENTB_5999,LACM_ENTB_5999_had_lbs.jpg,28-Nov-2022 21:58:51,28-Nov-2022 21:58:59,,,1.1
82151550,453565211,Bmcdarrah,3631,4073,301,301,3076,3267,1076,1067,Yes,LACM ENT 601778,LACM ENT 601778_had_lbs.jpg,28-Nov-2022 21:58:59,28-Nov-2022 21:59:06,,,1.1
82155486,453565249,Bmcdarrah,3717,4185,911,911,2760,3081,2236,2197,Yes,LACM ENT 602310,LACM ENT 602310_had_lbs.jpg,28-Nov-2022 21:59:06,28-Nov-2022 21:59:17,,,1.1
82155290,453565265,Bmcdarrah,3293,3748,850,855,2249,2418,1981,1981,Yes,LACM ENT 602269,LACM ENT 602269_had_lbs-2.jpg,28-Nov-2022 21:59:17,28-Nov-2022 21:59:24,,,1.1
82151332,453565289,Bmcdarrah,3427,3873,855,846,2306,2630,1608,1587,Yes,LACM ENT 601682,LACM ENT 601682_had_lbs.jpg,28-Nov-2022 21:59:24,28-Nov-2022 21:59:31,,,1.1
82156279,453565309,Bmcdarrah,3172,3605,972,967,2167,2496,1738,1747,Yes,LACM ENT 602622,LACM ENT 602622_had_lbs.jpg,28-Nov-2022 21:59:31,28-Nov-2022 21:59:37,,,1.1
82156392,453565324,Bmcdarrah,3592,4012,816,820,2375,2656,1968,1955,Yes,LACM ENT 602642,LACM ENT 602642_had_lbs.jpg,28-Nov-2022 21:59:37,28-Nov-2022 21:59:43,,,1.1
82153056,453565342,Bmcdarrah,3393,3856,876,881,2189,2384,1825,1821,Yes,LACM ENT 601971,LACM ENT 601971_had_lbs-2.jpg,28-Nov-2022 21:59:43,28-Nov-2022 21:59:50,,,1.1
82155118,453565367,Bmcdarrah,3163,3575,781,781,2180,2353,1712,1699,Yes,LACM ENT 602235,LACM ENT 602235_had_lbs-2.jpg,28-Nov-2022 21:59:50,28-Nov-2022 21:59:57,,,1.1
82155434,453565429,Bmcdarrah,3020,3471,777,777,2349,2522,1747,1747,Yes,LACM ENT 602299,LACM ENT 602299_had_lbs-2.jpg,28-Nov-2022 21:59:57,28-Nov-2022 22:00:18,,,1.1
82155648,453565454,Bmcdarrah,3029,3466,812,812,2154,2297,1730,1730,Yes,LACM ENT 602345,LACM ENT 602345_had_lbs.jpg,28-Nov-2022 22:00:18,28-Nov-2022 22:00:25,,,1.1
82153188,453565480,Bmcdarrah,3440,3895,803,807,2479,2652,1734,1734,Yes,LACM ENT 601979,LACM ENT 601979_had_lbs-2.jpg,28-Nov-2022 22:00:25,28-Nov-2022 22:00:33,,,1.1
82154289,453565505,Bmcdarrah,3704,4159,889,885,2639,2994,2154,2158,Yes,LACM ENT 602078,LACM ENT 602078_had_lbs.jpg,28-Nov-2022 22:00:33,28-Nov-2022 22:00:39,,,1.1
82157027,453565531,Bmcdarrah,3622,4068,954,954,2501,2721,2020,2020,Yes,LACM_ENTB_5972,LACM_ENTB_5972_had_lbs.jpg,28-Nov-2022 22:00:39,28-Nov-2022 22:00:45,,,1.1
82154855,453565551,Bmcdarrah,3064,3501,842,838,2648,2838,1777,1769,Yes,LACM ENT 602136,LACM ENT 602136_had_lbs.jpg,28-Nov-2022 22:00:45,28-Nov-2022 22:00:51,,,1.1
82156675,453565581,Bmcdarrah,3566,3982,812,812,2453,2804,2015,2007,Yes,LACM ENT 602692,LACM ENT 602692_had_lbs.jpg,28-Nov-2022 22:00:51,28-Nov-2022 22:00:58,,,1.1
82155213,453565600,Bmcdarrah,3601,4051,868,863,2436,2743,1838,1842,Yes,LACM ENT 602253,LACM ENT 602253_had_lbs.jpg,28-Nov-2022 22:00:58,28-Nov-2022 22:01:05,,,1.1
82155291,453565628,Bmcdarrah,3297,3756,859,859,2249,2414,1989,1989,Yes,LACM ENT 602269,LACM ENT 602269_had_lbs.jpg,28-Nov-2022 22:01:05,28-Nov-2022 22:01:12,,,1.1
82155467,453565652,Bmcdarrah,3497,3943,855,859,2418,2557,1682,1686,Yes,LACM ENT 602303,LACM ENT 602303_had_lbs.jpg,28-Nov-2022 22:01:12,28-Nov-2022 22:01:18,,,1.1
82155037,453565680,Bmcdarrah,3306,3756,855,859,2137,2310,1834,1834,Yes,LACM ENT 602207,LACM ENT 602207_had_lbs.jpg,28-Nov-2022 22:01:18,28-Nov-2022 22:01:25,,,1.1
82151999,453565708,Bmcdarrah,3808,4254,885,889,2726,2925,2089,2085,,LACM ENT 601900,LACM ENT 601900_had_lbs-2.jpg,28-Nov-2022 22:01:25,28-Nov-2022 22:01:32,,,1.1
82152568,453565741,Bmcdarrah,4454,4904,721,699,3813,3990,1799,1799,Yes,LACM ENT 601935,LACM ENT 601935_had_lbs.jpg,28-Nov-2022 22:01:32,28-Nov-2022 22:01:38,,,1.1
82151320,453565904,Bmcdarrah,3354,3800,881,885,2773,2999,1851,1881,Yes,LACM ENT 601665,LACM ENT 601665_had_lbs.jpg,28-Nov-2022 22:01:38,28-Nov-2022 22:02:15,,,1.1
82155967,453565939,Bmcdarrah,3206,3644,1019,1015,2180,2384,1717,1708,Yes,LACM ENT 602558,LACM ENT 602558_had_lbs.jpg,28-Nov-2022 22:02:15,28-Nov-2022 22:02:21,,,1.1
82156431,453565967,Bmcdarrah,3245,3648,803,799,2509,2786,1712,1708,Yes,LACM ENT 602651,LACM ENT 602651_had_lbs.jpg,28-Nov-2022 22:02:21,28-Nov-2022 22:02:27,,,1.1
82153544,453565988,Bmcdarrah,3167,3609,803,812,2609,2795,1847,1842,Yes,LACM ENT 602008,LACM ENT 602008_had_lbs.jpg,28-Nov-2022 22:02:27,28-Nov-2022 22:02:34,,,1.1
82151057,453566023,Bmcdarrah,3124,3540,872,881,2669,2977,1873,1877,Yes,LACM ENT 601504,LACM ENT 601504_had_lbs.jpg,28-Nov-2022 22:02:34,28-Nov-2022 22:02:43,,,1.1
82156799,453566051,Bmcdarrah,3029,3466,920,920,2345,2591,1816,1803,Yes,LACM ENT 602712,LACM ENT 602712_had_lbs.jpg,28-Nov-2022 22:02:43,28-Nov-2022 22:02:51,,,1.1
82151423,453566093,Bmcdarrah,1955,2388,967,967,2340,2617,2063,2063,Yes,LACM ENT 601718,LACM ENT 601718_had_lbs.jpg,28-Nov-2022 22:02:51,28-Nov-2022 22:03:06,,,1.1
82153688,453566228,Bmcdarrah,2721,3159,773,764,2007,2202,2007,1994,Yes,LACM ENT 602019,LACM ENT 602019_had_lbs.jpg,28-Nov-2022 22:03:06,28-Nov-2022 22:03:45,,,1.1
82152166,453566362,Bmcdarrah,3791,4233,829,829,2799,2990,1942,1942,Yes,LACM ENT 601912,LACM ENT 601912_had_lbs-2.jpg,28-Nov-2022 22:03:45,28-Nov-2022 22:04:24,,,1.1
82156860,453566392,Bmcdarrah,3492,3925,989,976,2275,2440,1773,1764,Yes,LACM ENT 602719,LACM ENT 602719_had_lbs.jpg,28-Nov-2022 22:04:24,28-Nov-2022 22:04:31,,,1.1
82154206,453566413,Bmcdarrah,2986,3414,799,794,2379,2540,1786,1777,Yes,LACM ENT 602064,LACM ENT 602064_had_lbs.jpg,28-Nov-2022 22:04:31,28-Nov-2022 22:04:38,,,1.1
82150946,453566440,Bmcdarrah,3592,3995,868,859,2522,2838,1803,1799,Yes,LACM ENT 601478,LACM ENT 601478_had_lbs.jpg,28-Nov-2022 22:04:38,28-Nov-2022 22:04:44,,,1.1
82152708,453566595,Bmcdarrah,3458,3904,734,729,3076,3284,1734,1738,Yes,LACM ENT 601940,LACM ENT 601940_had_lbs.jpg,28-Nov-2022 22:04:44,28-Nov-2022 22:05:33,,,1.1
82151626,453566609,Bmcdarrah,3237,3674,863,863,2687,2968,1920,1907,Yes,LACM ENT 601822,LACM ENT 601822_had_lbs.jpg,28-Nov-2022 22:05:33,28-Nov-2022 22:05:39,,,1.1
82153438,453566630,Bmcdarrah,3748,4189,937,937,2574,2877,2223,2206,Yes,LACM ENT 602001,LACM ENT 602001_had_lbs.jpg,28-Nov-2022 22:05:39,28-Nov-2022 22:05:45,,,1.1
82151393,453566657,Bmcdarrah,3180,3618,872,872,2297,2752,1782,1760,Yes,LACM ENT 601710,LACM ENT 601710_had_lbs.jpg,28-Nov-2022 22:05:45,28-Nov-2022 22:05:52,,,1.1
82155104,453566669,Bmcdarrah,3609,4060,807,807,2622,2804,1829,1834,Yes,LACM ENT 602231,LACM ENT 602231_had_lbs.jpg,28-Nov-2022 22:05:52,28-Nov-2022 22:05:58,,,1.1
82155097,453566696,Bmcdarrah,3393,3852,868,872,2604,2760,1738,1738,Yes,LACM ENT 602229,LACM ENT 602229_had_lbs.jpg,28-Nov-2022 22:05:58,28-Nov-2022 22:06:05,,,1.1
82154770,453566719,Bmcdarrah,3661,4112,742,747,2786,2994,1604,1604,Yes,LACM ENT 602126,LACM ENT 602126_had_lbs.jpg,28-Nov-2022 22:06:06,28-Nov-2022 22:06:12,,,1.1
82151537,453566745,Bmcdarrah,3172,3605,825,825,2401,2990,2046,2054,Yes,LACM ENT 601768,LACM ENT 601768_had_lbs.jpg,28-Nov-2022 22:06:12,28-Nov-2022 22:06:20,,,1.1
82154557,453566765,Bmcdarrah,3193,3639,937,933,2799,2981,1998,1998,Yes,LACM ENT 602097,LACM ENT 602097_had_lbs.jpg,28-Nov-2022 22:06:20,28-Nov-2022 22:06:27,,,1.1
82150776,453566787,Bmcdarrah,3613,4073,803,803,2639,2817,1647,1643,Yes,AMNH BEE 00210032,AMNH BEE 00210032_had_lbs.jpg,28-Nov-2022 22:06:27,28-Nov-2022 22:06:34,,,1.1
82155895,453566808,Bmcdarrah,3661,4103,980,976,2578,2778,1751,1751,Yes,LACM ENT 602547,LACM ENT 602547_had_lbs.jpg,28-Nov-2022 22:06:34,28-Nov-2022 22:06:40,,,1.1
82153457,453566825,Bmcdarrah,3917,4332,959,950,3323,3523,1769,1756,Yes,LACM ENT 602003,LACM ENT 602003_had_lbs-2.jpg,28-Nov-2022 22:06:40,28-Nov-2022 22:06:47,,,1.1
